driver_id,miles_driven,vehicle_type,driver_safety_score,date_latest_delivery,date_first_delivery,date_of_birth,date_of_loss,claim_closed_ind,incurred_loss_bodily_injury,incurred_legal_expenses
21257,"5,699",electric vehicle,1.16,10/21/2022,2/21/2021,6/21/2001,10/20/2022 21:51:00,1,"$27,535.00",$653.89
21258,"38,457",sedan,5.00,6/17/2024,4/17/2021,1/17/1951,,,,
21259,"8,628",truck,0.83,4/28/2023,6/28/2022,8/28/2003,4/27/2023 19:46:00,1,"$54,388.00","$11,626.73"
21260,"8,584",bicycle,4.90,6/8/2024,9/8/2020,9/8/1972,,,,
21261,976,,0.39,9/22/2021,7/22/2021,5/22/2003,9/21/2021 14:35:00,1,"$10,561.00",$726.56
21262,"1,966",truck,5.00,5/23/2024,11/23/2022,3/23/1969,,,,
21263,971,sedan,4.91,10/4/2022,8/4/2022,8/4/1974,,,,
21264,"4,052",sedan,5.00,10/27/2022,9/27/2019,7/27/1969,,,,
21265,"36,658",motorcycle,4.54,2/8/2024,4/8/2021,1/8/1977,,,,
21266,"37,613",sedan,4.36,7/1/2024,10/1/2021,5/1/1979,,,,
21267,"31,251",motorcycle,1.73,2/1/2024,10/1/2020,1/1/1999,1/31/2024 15:36:00,1,"$4,319.00",$71.36
21268,"9,619",sedan,2.12,8/31/2022,9/30/2021,12/30/1997,8/30/2022 21:53:00,1,"$19,011.00",$485.24
21269,"1,551",motorcycle,4.00,2/6/2024,11/6/2020,1/6/1982,,,,
21270,914,motorcycle,0.39,5/11/2024,3/11/2024,1/11/2006,5/11/2024 0:59:00,0,"$9,310.00",$213.52
21271,"4,085",motorcycle,4.19,6/28/2024,3/28/2021,6/28/1980,,,,
21272,"26,836",truck,2.88,4/10/2023,12/10/2019,2/10/1991,4/9/2023 23:56:00,0,"$25,000.00","$3,767.77"
21273,"4,718",motorcycle,5.00,10/17/2022,11/17/2020,12/17/1946,,,,
21274,"7,804",sedan,4.00,6/30/2024,12/30/2023,2/28/1985,,,,
21275,"18,335",motorcycle,5.00,8/27/2023,12/27/2020,7/27/1957,,,,
21276,"1,637",truck,5.00,7/1/2024,5/1/2024,11/1/1970,,,,
21277,"1,812",electric vehicle,5.00,5/7/2023,2/7/2023,4/7/1948,,,,
21278,853,truck,4.87,6/19/2024,5/19/2024,10/19/1976,,,,
21279,"7,204",bicycle,0.86,2/4/2023,6/4/2022,7/4/2003,2/3/2023 20:50:00,1,"$69,580.00","$11,690.48"
21280,"89,614",,2.58,9/17/2021,12/17/2017,4/17/1991,9/17/2021 11:27:00,1,"$46,666.00","$6,199.51"
21281,"4,622",truck,3.23,10/30/2023,10/30/2022,1/30/1991,,,,
21282,"35,265",motorcycle,3.53,6/8/2023,4/8/2020,11/8/1985,6/7/2023 18:45:00,0,"$25,000.00","$2,637.58"
21283,"1,533",sedan,3.37,7/1/2024,6/1/2024,6/1/1991,,,,
21284,650,sedan,4.42,6/30/2024,5/30/2024,4/30/1981,,,,
21285,"9,462",sedan,5.00,4/18/2024,1/18/2023,2/18/1956,,,,
21286,"2,933",electric vehicle,5.00,12/1/2022,6/1/2022,9/1/1956,,,,
21287,"19,112",sedan,1.62,2/12/2024,10/12/2020,6/12/1999,2/12/2024 8:20:00,0,"$5,819.00",$215.17
21288,"18,051",sedan,5.00,1/19/2024,12/19/2020,2/19/1967,,,,
21289,"4,875",motorcycle,5.00,6/19/2024,10/19/2023,1/19/1965,,,,
21290,"3,361",motorcycle,5.00,3/25/2024,7/25/2022,12/25/1969,,,,
21291,"2,203",electric vehicle,5.00,1/25/2024,11/25/2023,3/25/1962,,,,
21292,"14,664",motorcycle,5.00,11/8/2022,9/8/2021,11/8/1966,,,,
21293,"14,020",motorcycle,5.00,12/12/2022,4/12/2019,12/12/1944,,,,
21294,"21,160",bicycle,5.00,6/23/2024,9/23/2021,6/23/1972,,,,
21295,"21,403",motorcycle,2.06,6/25/2023,10/25/2021,5/25/1998,6/24/2023 17:41:00,1,"$44,476.00","$3,600.90"
21296,"6,638",motorcycle,3.52,6/30/2024,3/30/2021,12/30/1986,,,,
21297,"11,547",electric vehicle,1.12,4/11/2023,6/11/2022,12/11/2002,4/11/2023 10:25:00,1,"$13,331.00",$237.58
21298,"15,092",sedan,1.06,11/26/2023,7/26/2022,3/26/2003,11/26/2023 9:22:00,0,"$25,000.00","$4,106.96"
21299,"1,201",bicycle,5.00,9/23/2023,1/23/2023,7/23/1969,,,,
21300,"7,467",sedan,5.00,8/25/2023,1/25/2023,5/25/1959,,,,
21301,"1,894",truck,5.00,9/20/2023,7/20/2023,12/20/1959,,,,
21302,"12,118",truck,2.60,6/30/2024,9/30/2023,11/30/1996,,,,
21303,"26,849",motorcycle,5.00,6/27/2024,2/27/2022,3/27/1968,,,,
21304,"40,867",truck,5.00,5/15/2024,1/15/2021,10/15/1956,,,,
21305,"7,968",sedan,5.00,7/1/2024,11/1/2023,7/1/1969,,,,
21306,803,sedan,3.63,9/17/2022,9/17/2021,5/17/1986,,,,
21307,"34,435",sedan,5.00,6/22/2024,8/22/2021,4/22/1950,,,,
21308,"2,546",electric vehicle,5.00,2/12/2023,8/12/2022,2/12/1958,,,,
21309,"14,801",motorcycle,4.16,4/5/2024,12/5/2022,6/5/1982,,,,
21310,"6,509",truck,5.00,2/29/2024,10/29/2022,1/29/1966,,,,
21311,"19,416",sedan,5.00,7/1/2024,4/1/2022,,,,,
21312,"12,682",sedan,4.62,3/11/2024,5/11/2022,4/11/1977,,,,
21313,"28,862",motorcycle,4.87,6/29/2024,12/29/2022,5/29/1975,,,,
21314,"22,465",electric vehicle,5.00,6/28/2024,7/28/2022,10/28/1966,,,,
21315,768,truck,4.22,7/1/2024,6/1/2024,5/1/1983,,,,
21316,"53,301",sedan,5.00,1/24/2022,3/24/2018,12/24/1968,1/23/2022 23:57:00,1,"$120,766.00","$28,106.92"
21317,"11,858",sedan,5.00,4/19/2024,4/19/2023,2/19/1964,,,,
21318,"85,621",electric vehicle,4.70,8/12/2022,9/12/2018,10/12/1972,8/11/2022 22:54:00,1,"$15,684.00",$495.51
21319,"24,750",bicycle,3.54,4/19/2024,6/19/2022,12/19/1987,,,,
21320,"12,145",truck,2.55,6/30/2024,4/30/2021,10/30/1994,,,,
21321,"41,084",truck,1.47,6/20/2023,11/20/2020,3/20/2000,6/19/2023 15:37:00,0,"$10,646.00",$438.16
21322,"6,126",bicycle,2.82,6/10/2023,3/10/2022,10/10/1993,,,,
21323,"25,755",bicycle,2.41,1/24/2023,7/24/2021,1/24/1996,1/23/2023 15:37:00,1,"$48,231.00","$5,205.71"
21324,"23,480",bicycle,5.00,8/23/2023,1/23/2021,5/23/1960,,,,
21325,"3,051",electric vehicle,3.45,10/18/2023,8/18/2023,12/18/1989,,,,
21326,"62,678",electric vehicle,1.92,6/20/2022,8/20/2019,12/20/1996,6/20/2022 0:59:00,1,"$18,576.00",$509.24
21327,"26,065",sedan,1.45,3/26/2023,1/26/2021,6/26/2000,3/26/2023 11:26:00,1,"$44,612.00","$5,182.17"
21328,"28,796",motorcycle,1.24,9/7/2022,11/7/2020,12/7/2000,9/6/2022 14:33:00,1,"$12,584.00",$162.65
21329,"12,106",sedan,4.72,7/1/2024,7/1/2023,5/1/1977,,,,
21330,"31,258",sedan,4.10,7/1/2024,12/1/2021,1/1/1982,,,,
21331,"14,385",motorcycle,0.97,11/4/2023,9/4/2022,7/4/2003,11/4/2023 0:59:00,0,"$10,008.00",$189.36
21332,"1,498",sedan,0.33,8/28/2022,6/28/2022,4/28/2004,8/28/2022 1:01:00,1,"$74,675.00","$9,513.96"
21333,"10,599",,0.91,8/24/2021,8/24/2020,8/24/2001,8/24/2021 9:22:00,1,"$14,486.00",$550.99
21334,"19,880",sedan,3.35,6/28/2024,6/28/2022,9/28/1989,,,,
21335,"15,201",sedan,2.66,9/16/2022,3/16/2020,12/16/1992,9/15/2022 18:45:00,1,"$15,103.00",$376.92
21336,"1,321",sedan,4.10,6/22/2024,5/22/2024,7/22/1984,,,,
21337,"3,458",electric vehicle,3.06,4/16/2024,12/16/2023,8/16/1993,,,,
21338,"4,797",motorcycle,4.76,6/30/2024,1/30/2022,6/30/1975,,,,
21339,"11,791",electric vehicle,1.77,2/27/2023,1/27/2022,2/27/2000,2/26/2023 18:45:00,1,"$12,007.00",$170.66
21340,"43,184",bicycle,5.00,5/12/2024,10/12/2020,,,,,
21341,"37,913",electric vehicle,5.00,5/2/2024,9/2/2020,9/2/1951,,,,
21342,"10,261",sedan,5.00,7/1/2024,3/1/2022,6/1/1947,,,,
21343,"2,299",sedan,3.56,6/24/2024,3/24/2024,6/24/1989,,,,
21344,"15,772",sedan,4.92,4/7/2023,8/7/2021,6/7/1973,,,,
21345,"4,871",truck,2.02,2/16/2024,9/16/2023,7/16/2000,,,,
21346,"44,865",sedan,3.54,11/23/2023,7/23/2020,1/23/1986,11/23/2023 5:12:00,0,"$25,000.00","$4,358.86"
21347,"6,453",motorcycle,3.88,3/21/2024,4/21/2021,8/21/1983,,,,
21348,"3,778",sedan,5.00,5/5/2024,6/5/2021,7/5/1953,,,,
21349,"40,089",truck,1.60,1/24/2023,10/24/2019,7/24/1998,1/23/2023 17:41:00,1,"$10,661.00",$358.77
21350,"3,283",electric vehicle,4.58,5/16/2024,6/16/2023,10/16/1978,,,,
21351,"4,420",bicycle,5.00,6/29/2024,3/29/2023,10/29/1957,,,,
21352,"13,675",bicycle,5.00,6/23/2024,9/23/2021,7/23/1955,,,,
21353,"2,394",motorcycle,5.00,6/29/2024,2/29/2024,9/29/1946,,,,
21354,"2,309",motorcycle,0.96,6/15/2022,5/15/2021,4/15/2002,6/14/2022 20:48:00,1,"$59,571.00","$4,320.36"
21355,"48,484",truck,4.29,8/30/2022,1/30/2019,3/30/1977,8/30/2022 4:09:00,1,"$51,976.00","$5,838.57"
21356,"11,825",motorcycle,3.89,3/26/2024,9/26/2021,11/26/1983,,,,
21357,"20,126",sedan,2.78,6/16/2022,2/16/2020,1/16/1992,6/16/2022 10:23:00,1,"$43,135.00","$6,780.10"
21358,"13,450",bicycle,5.00,3/23/2024,10/23/2020,10/23/1959,,,,
21359,"38,182",sedan,5.00,6/18/2024,12/18/2021,8/18/1971,,,,
21360,"16,746",motorcycle,1.38,5/11/2024,5/11/2022,12/11/2001,5/10/2024 22:53:00,0,"$8,509.00",$292.05
21361,"45,828",sedan,3.16,1/27/2022,3/27/2018,1/27/1987,1/26/2022 15:37:00,1,"$47,933.00","$9,029.82"
21362,"13,904",sedan,5.00,6/18/2024,8/18/2022,1/18/1969,,,,
21363,"67,579",motorcycle,5.00,7/1/2024,8/1/2020,2/1/1957,,,,
21364,"3,619",bicycle,4.81,9/17/2023,10/17/2022,10/17/1975,,,,
21365,"25,353",motorcycle,2.86,4/23/2023,12/23/2020,3/23/1992,4/22/2023 22:54:00,1,"$71,769.00","$10,456.07"
21366,"23,688",sedan,3.36,3/27/2023,4/27/2021,,3/27/2023 8:19:00,1,"$8,698.00",$189.70
21367,"38,883",sedan,5.00,4/4/2024,8/4/2020,5/4/1957,,,,
21368,"14,023",bicycle,5.00,1/8/2023,5/8/2021,11/8/1951,,,,
21369,"5,324",electric vehicle,4.07,6/21/2024,8/21/2020,1/21/1981,,,,
21370,"14,938",sedan,3.59,6/21/2024,6/21/2021,7/21/1986,,,,
21371,"7,794",bicycle,5.00,7/1/2024,5/1/2023,9/1/1964,,,,
21372,"1,637",motorcycle,5.00,1/15/2024,12/15/2023,2/15/1946,,,,
21373,"11,406",sedan,5.00,11/23/2022,1/23/2022,5/23/1971,,,,
21374,"4,220",sedan,4.03,2/19/2023,9/19/2022,7/19/1983,,,,
21375,"41,238",sedan,4.32,11/13/2023,1/13/2021,,,,,
21376,"16,619",,2.44,9/11/2021,8/11/2018,11/11/1992,9/11/2021 4:08:00,1,"$14,299.00",$396.94
21377,"5,085",electric vehicle,1.48,1/11/2022,12/11/2020,3/11/2000,1/10/2022 13:33:00,1,"$13,559.00",$869.43
21378,"27,466",motorcycle,3.85,11/4/2023,12/4/2019,7/4/1982,,,,
21379,"6,849",sedan,3.85,6/30/2024,9/30/2022,4/30/1985,,,,
21380,"1,861",motorcycle,5.00,7/1/2024,6/1/2020,4/1/1955,,,,
21381,"3,524",electric vehicle,2.88,12/3/2022,4/3/2022,5/3/1993,,,,
21382,"2,346",electric vehicle,2.55,3/19/2024,9/19/2021,3/19/1995,,,,
21383,"21,766",sedan,5.00,6/29/2024,10/29/2020,6/29/1962,,,,
21384,"28,444",electric vehicle,5.00,5/30/2024,4/30/2021,2/28/1962,,,,
21385,"13,123",sedan,4.40,4/7/2024,8/7/2022,10/7/1979,,,,
21386,"21,681",,2.18,12/4/2021,7/4/2020,6/4/1996,12/4/2021 11:27:00,1,"$10,839.00",$182.05
21387,"4,239",sedan,3.27,4/26/2024,11/26/2022,10/26/1990,,,,
21388,"75,880",motorcycle,1.73,6/21/2022,9/21/2018,12/21/1996,6/21/2022 8:20:00,1,"$12,536.00",$170.94
21389,"4,703",electric vehicle,3.69,2/22/2023,1/22/2020,2/22/1984,,,,
21390,"27,521",truck,5.00,6/30/2024,1/30/2023,5/30/1966,,,,
21391,"1,859",motorcycle,5.00,6/22/2024,5/22/2024,12/22/1965,,,,
21392,"16,192",bicycle,4.87,5/4/2023,5/4/2022,9/4/1974,,,,
21393,"15,579",sedan,4.93,5/4/2024,12/4/2020,9/4/1972,,,,
21394,720,electric vehicle,0.90,10/4/2022,8/4/2022,,,,,
21395,"8,575",sedan,5.00,5/24/2024,4/24/2023,2/24/1950,,,,
21396,"2,933",sedan,5.00,6/2/2024,3/2/2024,2/2/1974,,,,
21397,"4,006",motorcycle,2.28,1/16/2023,9/16/2022,1/16/1998,,,,
21398,"1,610",sedan,2.41,8/21/2022,2/21/2022,8/21/1996,,,,
21399,984,motorcycle,2.36,6/14/2024,1/14/2024,11/14/1998,,,,
21400,"6,416",sedan,5.00,1/9/2024,9/9/2020,7/9/1967,,,,
21401,"9,225",sedan,3.96,7/1/2024,10/1/2022,4/1/1984,,,,
21402,"32,786",,2.35,9/23/2021,6/23/2019,4/23/1994,9/22/2021 18:43:00,1,"$55,161.00","$5,840.27"
21403,"2,663",sedan,5.00,6/17/2024,2/17/2024,10/17/1972,,,,
21404,317,truck,2.03,11/20/2023,12/20/2022,9/20/1999,,,,
21405,"14,180",bicycle,5.00,6/7/2024,7/7/2023,6/7/1949,,,,
21406,"23,732",motorcycle,2.25,2/11/2024,10/11/2022,4/11/1998,2/11/2024 2:04:00,0,"$3,970.00",$128.76
21407,"2,226",sedan,5.00,4/8/2023,12/8/2022,11/8/1962,,,,
21408,"12,130",sedan,5.00,8/5/2023,2/5/2022,1/5/1959,,,,
21409,"12,264",truck,4.30,5/2/2024,9/2/2022,11/2/1980,,,,
21410,"4,306",truck,2.15,6/6/2024,9/6/2023,10/6/1999,,,,
21411,"21,962",bicycle,5.00,7/1/2024,11/1/2022,9/1/1959,,,,
21412,"49,768",motorcycle,5.00,2/4/2024,12/4/2020,1/4/1956,,,,
21413,227,sedan,3.23,7/1/2024,6/1/2024,9/1/1992,,,,
21414,"15,289",motorcycle,5.00,6/30/2024,1/30/2022,9/30/1968,,,,
21415,"9,448",electric vehicle,0.65,2/8/2023,8/8/2022,2/8/2004,2/7/2023 19:47:00,1,"$13,965.00",$366.42
21416,"12,222",motorcycle,5.00,4/19/2024,4/19/2023,8/19/1946,,,,
21417,"64,783",sedan,3.17,2/15/2022,3/15/2018,1/15/1987,2/15/2022 5:12:00,0,"$7,152.00",$95.43
21418,"4,018",truck,1.63,7/1/2024,6/1/2023,2/1/2002,,,,
21419,"10,189",electric vehicle,3.58,11/23/2023,1/23/2021,3/23/1986,,,,
21420,"37,040",,2.74,7/18/2021,7/18/2019,9/18/1991,7/17/2021 17:42:00,1,"$58,873.00","$11,444.38"
21421,"13,325",sedan,5.00,2/1/2024,11/1/2021,5/1/1964,,,,
21422,"12,939",motorcycle,0.90,3/8/2024,3/8/2023,3/8/2004,3/7/2024 12:28:00,0,"$25,000.00","$1,321.64"
21423,"4,450",motorcycle,0.82,9/20/2023,11/20/2022,1/20/2004,9/19/2023 21:51:00,1,"$81,472.00","$6,858.89"
21424,"8,272",truck,3.75,6/30/2024,5/30/2022,11/30/1985,,,,
21425,"15,462",truck,1.91,4/4/2023,11/4/2020,4/4/1998,4/3/2023 20:49:00,1,"$12,162.00",$371.15
21426,"7,398",motorcycle,5.00,6/27/2024,1/27/2024,11/27/1959,,,,
21427,"13,642",sedan,5.00,7/1/2024,8/1/2020,8/1/1959,,,,
21428,"1,687",sedan,4.81,6/18/2024,7/18/2023,7/18/1976,,,,
21429,"54,402",bicycle,5.00,2/28/2022,1/28/2019,11/28/1967,2/27/2022 15:37:00,1,"$10,076.00",$192.21
21430,465,truck,3.12,5/17/2024,1/17/2024,3/17/1993,,,,
21431,"47,290",motorcycle,5.00,12/2/2023,2/2/2020,12/2/1955,,,,
21432,"7,772",sedan,2.90,1/28/2024,4/28/2023,4/28/1994,,,,
21433,"1,596",motorcycle,5.00,8/20/2022,1/20/2021,5/20/1968,,,,
21434,"42,139",electric vehicle,5.00,2/3/2023,3/3/2019,1/3/1953,,,,
21435,"24,215",sedan,5.00,7/1/2024,8/1/2021,1/1/1947,,,,
21436,"31,700",truck,4.41,7/1/2024,8/1/2021,8/1/1978,,,,
21437,"28,991",bicycle,1.44,6/26/2024,11/26/2021,4/26/2001,6/25/2024 21:51:00,0,"$10,167.00",$149.04
21438,"1,662",motorcycle,2.56,10/17/2022,12/17/2021,6/17/1995,,,,
21439,"15,870",sedan,4.17,12/15/2022,4/15/2019,9/15/1978,,,,
21440,"9,990",motorcycle,4.17,10/7/2023,2/7/2023,8/7/1982,,,,
21441,"7,106",motorcycle,5.00,8/23/2023,3/23/2023,12/23/1963,,,,
21442,"14,489",bicycle,5.00,6/19/2024,4/19/2022,7/19/1972,,,,
21443,"48,168",sedan,4.05,11/9/2022,10/9/2019,6/9/1980,11/8/2022 16:39:00,1,"$44,024.00","$7,198.84"
21444,"19,236",truck,3.48,12/26/2023,10/26/2022,11/26/1988,,,,
21445,"5,964",bicycle,5.00,2/8/2023,1/8/2022,4/8/1956,,,,
21446,"3,629",bicycle,3.46,7/1/2024,11/1/2023,2/1/1990,,,,
21447,"3,152",sedan,5.00,10/31/2023,11/30/2021,1/30/1954,,,,
21448,158,bicycle,3.32,10/4/2023,7/4/2022,1/4/1990,,,,
21449,"5,972",bicycle,3.22,6/28/2023,10/28/2022,2/28/1991,,,,
21450,"51,008",sedan,1.60,6/15/2022,3/15/2019,12/15/1997,6/14/2022 17:41:00,1,"$13,769.00",$323.64
21451,495,motorcycle,4.48,11/6/2023,9/6/2023,12/6/1979,,,,
21452,"52,788",truck,5.00,7/1/2024,2/1/2021,4/1/1943,,,,
21453,"2,148",motorcycle,5.00,11/29/2022,8/29/2022,9/29/1957,,,,
21454,"9,505",bicycle,3.27,6/22/2023,7/22/2022,6/22/1990,,,,
21455,"10,060",motorcycle,1.54,1/29/2023,2/29/2020,3/29/1999,1/28/2023 13:31:00,1,"$9,161.00",$300.43
21456,"1,581",bicycle,5.00,12/20/2023,2/20/2022,4/20/1952,,,,
21457,"4,228",electric vehicle,2.29,9/7/2022,7/7/2019,10/7/1994,,,,
21458,"4,468",electric vehicle,1.93,3/6/2024,12/6/2023,3/6/2001,,,,
21459,"16,653",motorcycle,5.00,11/4/2023,5/4/2022,4/4/1949,,,,
21460,"13,347",electric vehicle,5.00,4/25/2024,9/25/2022,9/25/1948,,,,
21461,"13,119",electric vehicle,0.91,3/13/2022,3/13/2021,3/13/2002,3/12/2022 20:50:00,1,"$15,006.00",$493.70
21462,"19,589",electric vehicle,3.14,6/27/2024,10/27/2022,,,,,
21463,929,bicycle,5.00,9/30/2023,1/30/2023,1/30/1961,,,,
21464,"2,410",sedan,0.97,4/12/2022,11/12/2021,9/12/2002,4/12/2022 1:02:00,1,"$10,309.00",$168.78
21465,"54,944",bicycle,5.00,3/12/2022,7/12/2018,6/12/1967,3/12/2022 6:15:00,1,"$55,019.00","$3,045.04"
21466,"18,092",electric vehicle,4.39,7/1/2024,9/1/2023,12/1/1980,,,,
21467,"63,557",motorcycle,3.14,5/14/2022,9/14/2018,9/14/1987,5/13/2022 18:44:00,1,"$12,025.00",$316.19
21468,"26,258",sedan,5.00,6/26/2024,3/26/2022,4/26/1967,,,,
21469,"19,619",sedan,1.76,7/25/2022,1/25/2020,2/25/1998,7/24/2022 20:49:00,1,"$50,682.00","$4,238.76"
21470,"26,001",motorcycle,5.00,6/29/2024,,12/29/1959,,,,
21471,"11,587",sedan,1.09,3/23/2022,10/23/2020,5/23/2001,3/22/2022 19:46:00,1,"$59,655.00","$7,580.01"
21472,606,electric vehicle,0.92,6/29/2024,5/29/2024,5/29/2005,,,,
21473,"46,226",sedan,5.00,7/1/2024,8/1/2020,11/1/1957,,,,
21474,"27,870",truck,4.60,3/24/2024,8/24/2022,9/24/1977,,,,
21475,"21,638",electric vehicle,4.81,6/22/2024,1/22/2022,1/22/1975,,,,
21476,"10,325",sedan,5.00,11/25/2023,6/25/2022,4/25/1954,,,,
21477,"1,818",sedan,2.62,6/5/2024,4/5/2024,5/5/1997,,,,
21478,"19,413",sedan,5.00,5/19/2024,9/19/2021,8/19/1956,,,,
21479,"3,349",motorcycle,0.69,5/15/2022,10/15/2021,3/15/2003,5/15/2022 2:05:00,1,"$14,017.00",$329.49
21480,"13,751",electric vehicle,5.00,2/11/2023,6/11/2022,11/11/1958,,,,
21481,"32,435",motorcycle,5.00,1/20/2024,4/20/2021,12/20/1949,,,,
21482,"5,279",motorcycle,2.21,11/18/2022,8/18/2020,5/18/1996,,,,
21483,"46,532",truck,1.90,10/25/2023,8/25/2021,1/25/1999,10/24/2023 22:53:00,0,"$9,352.00",$88.48
21484,"48,786",electric vehicle,5.00,5/5/2024,3/5/2021,6/5/1959,,,,
21485,"7,193",motorcycle,5.00,4/21/2024,3/21/2023,8/21/1963,,,,
21486,"6,737",electric vehicle,5.00,5/31/2024,5/31/2021,12/31/1952,,,,
21487,"55,782",bicycle,2.54,8/18/2023,5/18/2020,12/18/1993,8/17/2023 17:41:00,1,"$31,829.00","$5,920.91"
21488,"32,706",electric vehicle,3.30,2/8/2024,1/8/2020,9/8/1987,2/7/2024 17:41:00,1,"$3,900.00",$94.20
21489,"34,334",,3.28,11/2/2021,2/2/2019,1/2/1987,11/1/2021 15:37:00,1,"$8,694.00",$155.39
21490,"15,145",bicycle,4.67,6/29/2024,7/29/2022,11/29/1976,,,,
21491,"12,565",sedan,5.00,5/7/2024,11/7/2021,11/7/1947,,,,
21492,"15,402",bicycle,1.19,12/10/2022,11/10/2021,2/10/2002,12/10/2022 2:05:00,1,"$12,747.00",$281.87
21493,"19,511",truck,3.64,6/20/2024,12/20/2021,,,,,
21494,496,motorcycle,0.27,3/9/2023,2/9/2023,,3/9/2023 1:01:00,1,"$46,604.00","$6,309.38"
21495,"21,331",electric vehicle,5.00,3/8/2024,3/8/2022,4/8/1950,,,,
21496,"35,987",bicycle,4.80,7/1/2024,5/1/2021,6/1/1974,,,,
21497,"27,866",electric vehicle,2.13,8/18/2023,8/18/2019,10/18/1995,8/17/2023 20:50:00,0,"$9,841.00",$252.57
21498,"4,758",truck,5.00,7/1/2024,6/1/2023,11/1/1973,,,,
21499,"1,958",sedan,3.49,5/22/2024,11/22/2022,11/22/1988,,,,
21500,"27,494",electric vehicle,4.76,2/1/2024,6/1/2021,12/1/1974,,,,
21501,"5,994",sedan,5.00,6/25/2024,8/25/2023,1/25/1955,,,,
21502,"11,724",electric vehicle,2.03,3/9/2024,1/9/2023,10/9/1999,3/8/2024 20:48:00,0,"$5,096.00",$127.93
21503,"38,280",motorcycle,4.47,10/28/2023,9/28/2020,2/28/1977,,,,
21504,521,electric vehicle,3.54,6/22/2024,5/22/2024,,,,,
21505,"6,533",truck,0.79,12/22/2023,3/22/2023,6/22/2004,12/22/2023 2:03:00,0,"$4,984.00",$144.09
21506,"28,733",truck,3.25,12/2/2023,11/2/2021,12/2/1989,12/2/2023 3:06:00,0,"$3,709.00",$145.33
21507,"29,645",truck,5.00,9/12/2023,3/12/2021,11/12/1969,,,,
21508,"26,413",motorcycle,5.00,3/16/2024,12/16/2022,6/16/1972,,,,
21509,"29,628",,2.50,12/3/2021,2/3/2018,1/3/1992,12/2/2021 23:56:00,1,"$74,407.00","$11,202.98"
21510,"11,478",bicycle,5.00,11/20/2022,1/20/2020,10/20/1949,,,,
21511,"11,901",sedan,5.00,6/21/2024,4/21/2021,6/21/1964,,,,
21512,"15,449",sedan,5.00,4/30/2024,6/30/2022,11/30/1950,,,,
21513,"35,056",sedan,1.73,3/23/2022,1/23/2020,4/23/1998,3/23/2022 11:26:00,1,"$10,983.00",$194.19
21514,"10,016",sedan,2.53,6/25/2024,6/25/2021,2/25/1995,,,,
21515,"45,616",,4.06,7/7/2021,3/7/2019,9/7/1979,7/7/2021 8:19:00,1,"$47,038.00","$7,744.93"
21516,"11,442",motorcycle,4.63,6/29/2024,3/29/2022,1/29/1977,,,,
21517,"6,604",sedan,2.18,8/10/2022,11/10/2021,10/10/1997,,,,
21518,"29,764",sedan,4.42,7/30/2023,8/30/2019,7/30/1976,,,,
21519,"7,247",sedan,2.11,7/1/2024,11/1/2023,3/1/2000,,,,
21520,"34,320",electric vehicle,4.61,7/1/2024,7/1/2020,7/1/1975,,,,
21521,"4,687",bicycle,2.85,6/28/2024,3/28/2021,7/28/1992,,,,
21522,"13,434",motorcycle,5.00,2/18/2024,6/18/2021,1/18/1972,,,,
21523,"12,446",motorcycle,4.25,6/2/2024,11/2/2021,7/2/1980,,,,
21524,"1,256",sedan,2.41,2/23/2024,6/23/2021,12/23/1995,,,,
21525,"17,197",sedan,3.22,7/1/2024,1/1/2022,6/1/1990,,,,
21526,"1,317",truck,4.34,5/7/2024,3/7/2024,12/7/1981,,,,
21527,"5,433",motorcycle,2.01,6/30/2024,12/30/2023,10/30/2000,,,,
21528,"40,896",electric vehicle,4.47,12/21/2023,11/21/2020,3/21/1977,,,,
21529,"30,867",electric vehicle,4.90,7/1/2024,6/1/2022,7/1/1974,,,,
21530,"12,909",sedan,1.87,3/22/2023,4/22/2020,11/22/1997,3/21/2023 16:40:00,1,"$11,247.00",$158.93
21531,"12,212",truck,3.49,5/11/2024,2/11/2022,2/11/1988,,,,
21532,"20,175",sedan,4.82,1/17/2024,10/17/2020,8/17/1973,,,,
21533,224,motorcycle,2.08,6/16/2024,11/16/2020,5/16/1997,,,,
21534,"21,320",sedan,5.00,12/2/2023,4/2/2022,6/2/1952,,,,
21535,"4,619",sedan,5.00,5/23/2024,12/23/2023,10/23/1958,,,,
21536,"3,640",electric vehicle,3.67,12/24/2023,5/24/2022,9/24/1986,,,,
21537,"3,038",electric vehicle,1.77,12/30/2023,2/28/2023,3/28/2001,,,,
21538,"16,920",truck,3.41,7/1/2024,3/1/2023,11/1/1989,,,,
21539,"32,904",truck,5.00,6/26/2024,9/26/2021,10/26/1970,,,,
21540,"12,880",electric vehicle,1.43,6/26/2022,7/26/2021,,6/25/2022 14:35:00,1,"$56,865.00","$7,872.68"
21541,"63,545",electric vehicle,4.86,10/4/2023,9/4/2020,2/4/1973,10/4/2023 4:10:00,0,"$6,839.00",$105.04
21542,"13,868",electric vehicle,5.00,6/30/2024,4/30/2022,1/30/1946,,,,
21543,"29,812",sedan,4.43,1/29/2024,4/29/2022,2/28/1979,,,,
21544,"3,717",sedan,4.08,3/29/2024,10/29/2023,1/29/1984,,,,
21545,"21,916",motorcycle,1.92,4/26/2022,5/26/2020,9/26/1997,4/25/2022 19:46:00,1,"$13,808.00",$205.95
